,Latitude,Longitude,pH,Copper (mg/Kg),Molybdenum (mg/Kg),Precipitation (mm),Max temperature (℃ ),Min temperature (℃ ),Wind speed (m/s),Barren (%),Forest (%),Pasture (%),Number of Listeria isolates obtained,log of index,log of Potassium (mg/Kg),log of Calcium (mg/Kg),log of Magnesium (mg/Kg),log of Shrubland (%),log of Total carbon (%),log of Total nitrogen (%),log of Sodium (mg/Kg),log of Developed open space (> 20% Impervious Cover) (%),log of Phosphorus (mg/Kg),log of Cropland (%),log of Grassland (%),log of Developed open space (< 20% Impervious Cover) (%),log of Manganese (mg/Kg),log of Wetland (%),log of Organic matter (%),log of Open water (%),log of Iron (mg/Kg),log of Aluminum (mg/Kg),log of Elevation (m),log of Moisture,log of Sulfur (mg/Kg),double log of Zinc (mg/Kg),binary_listeria_presense,scaled_cluster_kmeans,cluster_kmeans
154,36.9974,-121.9083,6.143,0.0,0.0,172.1,18.1794,-0.4694,2.5842,0.1192,52.2546,0.4274,0,5.0369526024136295,5.707360399575508,7.444180810938413,5.364455233050708,0.592774206413158,2.1573512068039933,-1.0735295083006466,4.180058848352979,2.4184373770596856,2.188385628669015,-2.02117263355586,1.3096292761844053,2.5460958181004227,3.210823491677372,-1.1963353771967247,2.3565617838507777,2.848669746645117,1.8218521095352243,3.20462273039009,3.9441028988915576,-1.5832829549572491,0.7776261871378843,,0,4,4
155,40.9029,-77.2826,7.209,0.1535,0.0962,136.225,0.0377,-9.1029,4.0403,0.0321,86.4171,4.7223,6,5.043425116919247,4.548601950899574,10.662370332761656,5.5244739740460185,-2.3465369805232283,2.1206434640183764,-1.5635089805457005,3.822207701105782,-1.2427136326423665,2.4349458006342286,1.3028855778985786,-1.5357228746118197,1.2651713790469445,4.047345542994413,-0.3051673867928005,1.8497453184267083,-1.316022308134559,1.9723294929832034,2.412147767203574,6.246533031206566,-1.1702157075278026,3.5893408470983914,-0.06324084142346001,1,1,1
156,40.907,-77.2809,4.354,0.1075,0.0218,136.225,0.0377,-9.1029,4.0403,0.0317,86.4517,4.7099,6,5.049856007249537,4.141713081412379,4.543997726636073,3.1415843291379666,-2.452245867548452,1.1179245997004825,-1.912572089444803,3.278313860616813,-1.208315553760073,1.9872165976373188,1.2900587532390648,-1.596521687167554,1.2746362795770083,3.4301670136132105,-0.2731219211204512,1.555214012223654,-1.3947298399409922,4.140467680922006,5.029825969482172,6.091219380244974,-1.5023788401406926,2.668914284353612,-0.6201988164680917,1,1,1
157,40.9089,-77.2832,4.703,0.1099,0.0232,136.225,0.0377,-9.1029,4.0403,0.0317,86.4958,4.5444,6,5.056245805348308,3.7006202603169562,5.938561536769979,3.577232553813402,-2.2956094792576205,1.0447543047654282,-1.8030226615067657,3.2630572900424193,-1.246532418744732,1.4230601403102137,1.3067640221630823,-1.5620773410742628,1.290278932686203,3.8494026434464788,-0.26266430947649305,1.8492419046414175,-1.4558588245057997,3.8580608897451953,4.64356267164026,6.134612056326467,-1.5278579254416775,2.4390982856310193,-0.7138704720216514,1,1,1
158,40.9103,-77.2819,7.251,0.1715,0.0425,136.225,0.0377,-9.1029,4.0403,0.0317,86.3852,4.5665,8,5.062595033026967,4.930852274922964,9.511020050884452,5.502287476587022,-2.3837951484195887,1.9412851846623889,-0.8646474987223166,3.776464416571965,-1.2330583852210326,2.8954809061642672,1.290966681162439,-1.566857464898982,1.3324187881505727,4.786000631628163,-0.26984215432345,2.5743054523855617,-1.450299691095803,1.0306189175142417,1.9686636004573932,6.087865041394298,-0.6341238401104843,3.0693776387215994,-0.5274339817680351,1,1,1
159,40.9163,-77.2842,4.283,0.2561,0.0424,136.225,0.0377,-9.1029,4.0403,0.033,86.7423,4.2609,6,5.0689042022202315,5.752786584191659,7.72643790083152,5.303241224439278,-2.3351082846996056,3.345899588734244,0.24787518753339352,4.811676096149278,-1.3019532126861397,4.725407984026222,1.3227153794770192,-1.558269625859701,1.2997555997026522,4.761732811876319,-0.286216480290171,4.130551121991008,-1.554476354360126,2.010868225024589,3.157259961934575,6.341381708583334,0.4501835017964291,4.1200464214492705,0.9599566859090841,1,1,1
160,40.7805,-77.9518,6.211,0.0324,0.0143,143.925,-0.4587,-7.841,3.9847,0.1332,59.1103,15.9937,8,5.075173815233827,4.617768493004341,7.5824406339694,4.784719570527411,-1.023597584862664,1.3632304215213389,-1.3201321588662218,3.329841005010343,1.9784879678402159,1.9004494361067445,2.156529889526936,-1.1702157075278026,2.0837074298268865,3.795952003405478,-2.0907047339585465,1.5528040668665077,-2.772588722239781,0.3730796479640093,2.480304409039088,5.939960704240867,-1.4623118475438066,2.342958987132319,-1.3967213196044126,1,1,1
161,40.7742,-77.9605,7.169,0.0508,0.0157,143.925,-0.4587,-7.841,3.9847,0.1325,60.7549,16.6654,8,5.081404364984463,4.128989115581434,7.711020729117771,3.600750179782574,-1.1763576372929625,0.8517735438423648,-1.9725621800527398,3.200756659754059,1.8341642105435199,1.0773205532004875,2.0861191964330765,-1.2917117186339429,1.9981772548488725,3.0213171708667503,-2.155027528636431,0.9401244391255523,-2.8302178350764176,0.9397728560213585,3.7846440760983158,5.92232880827312,-1.7643388736520629,1.8129337044594616,,1,1,1
162,40.7756,-77.962,5.034,0.2005,0.0369,143.925,-0.4587,-7.841,3.9847,0.1258,60.9075,16.3702,8,5.087596335232384,3.595463978223979,5.53682665789186,2.959280922176062,-1.174737679057601,0.456665064806555,-2.5678535706089263,3.3133856845017564,1.8333331811379832,1.6681595482501066,2.108794011956793,-1.2804939422336792,1.9933797137257943,3.7836849611378285,-2.145581344184381,0.9983867147500598,-2.823461052613538,3.03260889531665,5.436015005801826,5.92969552071035,-1.4473190629576653,2.7132698881363706,,1,1,1
163,40.7761,-77.9585,5.047,0.0957,0.044,143.925,-0.4587,-7.841,3.9847,0.1327,60.3301,16.4526,0,5.093750200806762,3.6719189342016234,6.3466623255748,3.7801473841145645,-1.1353800128603244,1.348592493935879,-1.663366254459656,3.4887105771642557,1.8799229600573597,1.9237229666804154,2.101777721525488,-1.2190864421359842,2.022805050438119,4.249269228159104,-2.155027528636431,1.5639383283627342,-2.83702058239917,2.7175978106099956,4.684486783953921,5.935423156224357,-1.7120245012092015,2.8126564323590686,-1.5648194876625905,0,1,1
164,35.0546,-97.2008,6.754,0.0755,0.0276,33.95,9.7794,-1.6681,3.7218,0.0004,54.5084,0.5202,0,5.099866427824199,3.975945711990838,7.595267764422312,4.752151225256938,0.2534787511102827,0.6922467753167811,-2.0659331916550436,3.730218115139063,-0.7545971428761679,2.0433997703325706,2.103707233884374,3.4185689517567655,1.3595139455849214,3.6478855698214807,-1.4876628555081794,1.0228465328937295,-0.9945225801437287,0.7491493706752302,1.6113361097171806,5.868505639707535,-1.86175284104859,2.317601776104139,,0,4,2
165,40.5659,-111.7976,6.303,0.1227,0.0005,41.3,0.0897,-10.9374,2.5884,1.399,35.1078,0.2293,0,5.10594547390058,4.565679596421447,6.854633155410747,4.45988773359941,2.9523079375451355,0.6487772328240048,-1.9337839692574728,3.8594952652152443,3.5439548330171124,2.25174432777867,-0.14641401845553628,-0.26474710116928507,1.9672801747915059,2.7251367248257092,-0.4879232305486864,0.7654678421395714,-2.1715568305876416,0.4651167076723408,2.1309066962985708,7.452848987242447,-4.976233867378923,1.758857417885457,-0.7598189745630273,0,5,2
166,47.443,-121.9725,5.9,0.2581,0.0535,208.9,4.9877,-1.5584,3.0366,0.587,72.2273,0.0002,0,5.111987788356544,5.535902139651305,8.440728906876119,6.215059796391302,1.524184988459334,1.0158464321436096,-1.663366254459656,4.358407383325173,2.1901216332714095,2.1603300454131746,0.7984076912174383,-0.16629073972142697,2.159338084825704,2.4518409555826652,0.3615132205789816,1.721176047772592,-0.7172349760890353,3.6593116018314404,5.468104443951216,5.357246434077324,-0.5739429330814687,1.9155834806514194,,0,4,5
167,45.7453,-111.0017,6.616,0.0,0.0,16.6,-0.3084,-12.0297,3.6038,0.7647,34.0295,11.2453,0,5.117993812416755,5.433822435192036,7.4735071738767616,5.2268487543712,3.31132008365948,0.8158514205353968,-1.8566180415765514,3.1894222970851063,1.7432167744355507,2.189707505926931,1.6996807293599274,2.1827311645185663,1.7110373641496923,2.3883773938789297,-0.11384081642375964,1.172482137234565,-2.9243422774673182,0.6445345006392522,1.9517502055369962,7.404425181623876,-2.038683549207668,1.6691020731554107,,0,2,2
168,45.7447,-110.9969,6.824,0.0,0.0,21.4,-2.1274,-13.8345,3.6307,0.8303,36.5665,10.5291,0,5.123963979403259,5.209682854805797,8.45482647553473,5.45320477492416,3.2957035237813166,1.7531399086796666,-1.3325640386989228,3.642605122581947,1.7023816580768383,3.3856301723069606,1.6335645112103345,2.1372622361635365,1.6265309898602778,3.6932573570968468,-0.1563029943954011,1.77354458080715,-2.9759296462578115,1.4603112576977866,1.7385169078323355,7.4190148085973675,-1.3935204062116302,2.2663255911237297,0.11537682097328071,0,2,2
169,45.7442,-110.9892,7.025,0.0,0.0,21.4,-2.1274,-13.8345,3.6307,0.9121,40.3427,9.0653,0,5.1298987149230735,5.282934657008442,8.045108293833339,5.411062399420232,3.2750255078880204,0.8851302476245309,-2.044846896915337,3.218163571275822,1.6164333869464869,2.6847883977492644,1.526643087825185,2.098900972836055,1.5260128242889728,3.091805798300055,-0.2333201577657702,1.1029694491095188,-3.009831197933493,1.7387102481382397,2.405728151910914,7.4647905975112065,-2.038683549207668,1.7296358077462042,,0,2,2
170,35.3626,-97.3473,7.389,0.0404,0.0242,43.575,9.6071,-1.8439,3.7269,0.7642,35.8298,0.4925,0,5.135798437050262,4.3692997402331235,7.201132627516379,5.318734510872297,0.6240114417250832,-0.20518085094003724,-3.1055471395611978,3.542572514898587,2.401217022401645,1.1761904233134843,0.8535213116210748,3.4949882260425453,2.1366367603980323,2.5747854395951184,-1.367668896996726,0.5124043768792054,1.7896238570976333,-0.3441818796912659,1.2178461232584425,5.8967416947930955,-3.0661547378505367,1.6411497350687811,,0,5,2
171,35.3654,-97.3431,5.263,0.0237,0.0247,43.575,9.6071,-1.8439,3.7269,0.5511,37.4976,0.3853,0,5.14166355650266,3.111424235550064,5.853757304889959,3.6672139427261583,0.6799099537779248,-0.4550756086614989,-2.9700645268054133,3.379905646194533,2.3943982562664976,0.774127909692224,0.8109746596731482,3.480347383299894,2.181377450058355,2.6768484499589453,-1.3882963637905636,0.17142911562753102,1.5689491957039656,2.011403571272552,2.9788607463837433,5.899212187402895,-4.022954566135428,1.4815818133932197,,0,5,2
172,37.8811,-119.3399,5.018,0.0,0.0,308.375,-3.9794,-16.4852,2.603,5.1529,56.6054,0.0,0,5.147494476813453,2.605463612327109,3.8814730721784954,-0.36025276528661637,3.4099754084736613,1.3898380747432555,-1.9914306643571225,2.7501641606760803,-3.0704558197499274,-inf,-inf,1.312244079609724,-0.37658614855778766,1.3948823783064244,1.0372686584270576,1.3451598177613355,-0.3441818796912659,2.232184087694722,3.6633924010392733,7.909915402695693,-4.219907785197447,-0.6816139447462722,,0,5,5
173,37.2501,-119.1472,6.029,0.0,0.0,153.425,-0.5019,-13.501,2.4894,0.2033,79.0852,0.0,0,5.153291594497779,4.336975658519533,6.135805554760605,2.9304681559015937,2.8037360679030945,0.8792947421874289,-2.142168371588141,3.2293923320469635,-2.114447150878651,0.39716408306877793,-inf,-1.2584289901219947,-0.02562554763897273,2.361712123391802,-0.8641727776120484,1.3619248213358794,0.8773003921828699,1.448541195848939,3.929605523044774,7.757859198699802,-3.8824642031866015,0.15973505812115893,,0,5,1
174,37.2473,-119.1456,5.888,0.0,0.0,159.45,0.9016,-12.3726,2.4774,0.1914,79.0073,0.0,0,5.159055299214529,3.73292265497393,5.316774481204798,1.5477114337963354,2.8148576694189478,0.7108397400908634,-2.4079456086518722,2.9185272026450195,-2.121931593300788,-0.26657310924154576,-inf,-1.35324650707369,-0.08697501401440717,2.536652758306423,-0.8400243764207053,1.0723709774628825,0.8686958530664711,1.4775052411732748,4.131047685827742,7.797628110813074,-3.759301918410482,-0.10225423403875637,,0,5,1
175,36.4914,-121.1717,6.389,0.0,0.0,149.875,19.6506,-0.031,2.5581,0.0435,5.563,0.0283,0,5.1647859739235145,3.2004470533997673,5.217824515908689,3.4885548098802626,4.178284282054955,-2.0955709236097197,-4.688551794927142,3.1254307047582874,-1.8964535403427207,,-inf,3.2797300673786096,-0.04961050055333444,1.3528151340457226,0.3097615175946603,-1.9505207616129967,-2.5497652221364966,-0.3496993302023072,1.4730911317498896,5.73016471593032,-5.132802928070463,-0.8038553025443669,,0,5,4
176,33.2855,-107.1911,8.208,0.05,0.0135,15.325,10.391,-3.8413,2.141,0.9134,0.0185,0.084,0,5.170483995038151,4.66305128307403,7.133952642661216,4.452205469295128,4.362362047849677,-1.7625890919282752,-4.022954566135428,2.667262928201375,-0.5837548037887486,3.7339914334763016,-inf,2.0788913903743547,-0.49413240082433035,0.09421867523898174,1.746727235185947,-1.2946271725940668,1.730344952193183,-1.243406873571343,2.185264450417503,7.220549388248773,-3.7550192566184815,0.5972968549031111,,0,5,2
177,33.2917,-107.1981,8.6,0.0938,0.0293,15.325,10.391,-3.8413,2.141,0.8628,0.0143,0.084,0,5.176149732573829,5.127693326260369,8.570519091660179,4.687570113235306,4.378523004122179,-1.1029215602562081,-3.7722610630529876,2.938606212131874,-0.8230281014144654,3.130682658931928,-inf,2.0283455962387538,-0.49216744194745743,1.7356651948731467,1.78731627953068,-0.8223451190316272,1.5461785727949096,-0.6206404897731973,2.809505099757543,7.2351651475373675,-3.543913683863751,1.3309666235103728,,0,5,2
178,45.8911,-112.475,6.091,2.7671,0.0,19.925,-0.9374,-10.6735,3.1815,0.0013,67.6627,0.0004,0,5.181783550292085,5.281506858395401,7.765397522700931,4.869779620481754,2.4130973157914744,1.662789087931095,-1.5635089805457005,4.625690202957578,0.7978674913303484,2.5884029288360764,-0.5301783522818057,2.735795061410769,1.0055096704057853,3.9521471565123005,-1.8451602459551701,2.05604496387344,-3.1122660898099426,2.2759638718331754,2.9243812667072278,7.514668961744152,-2.505926017012076,2.0689491889593516,1.1464938473901853,0,0,2
179,45.8906,-112.4767,6.295,4.2065,0.0,19.925,-0.9374,-10.6735,3.1815,0.0013,67.6816,0.0004,0,5.187385805840755,4.798326171154649,6.796188544527674,3.975527241877665,2.415145626204898,0.5918340188594559,-2.5232317641096684,3.9278471407750315,0.7797376356410433,1.9978518046398814,-0.5380255436926452,2.7400719871249475,0.9820410185272497,2.9804561860014744,-1.8457933577205405,0.6128586093311085,-3.1122660898099426,2.8148097376737438,3.2591459871570536,7.53571305996242,-4.179902450583747,1.2389537732211815,0.7939086616830465,0,0,2
180,45.8894,-112.4714,5.283,4.02,0.0,19.925,-0.9374,-10.6735,3.1815,0.0013,68.2109,0.0004,0,5.19295685089021,5.429667068515279,7.088595238753071,5.055834892909877,2.4130077742441367,1.5858826528125634,-1.5745535105805986,4.3451603476828184,0.7293344513216578,2.4119774697652425,-0.5668670146496155,2.6955794299395843,1.0870793728543855,4.015952297373761,-1.8662675214031166,1.7834584441886685,-3.1122660898099426,3.6370570724159554,3.9627351309697936,7.490138482557227,-2.766209115275742,2.1421228705529844,0.99153303615515,0,0,2
181,42.6525,-74.0142,7.434,0.0413,0.0182,134.75,-0.7071,-9.9368,4.7198,0.2059,60.44,0.9608,8,5.198497031265826,4.881861328851593,9.224847059329063,5.432504669016659,-1.1731203408431712,1.5698651373142771,-1.389499492068839,3.756161863594438,1.2158025560795132,1.6778626225479423,2.795438173837426,0.9074114272675599,1.8646226192931052,3.413195120095772,2.130051477631187,1.8616585966077221,-0.005615738785635745,0.7589817364814919,1.8992976121336553,5.798850200828595,-1.6660082639224947,2.5246080166395526,,1,3,1
182,42.6519,-74.0086,6.038,0.0721,0.0012,134.75,-0.7071,-9.9368,4.7198,0.1981,59.8942,0.9784,6,5.204006687076795,3.8121849904316387,8.066424028093572,5.032323723848073,-1.165393322358461,1.744423247571761,-1.2399454647847536,3.7165383945079085,1.2332014549860657,1.6549273972544694,2.8019836761074575,0.898737572626566,1.9014655293161122,3.745025828236628,2.1478475743438965,2.124653884501384,-0.010656580188528888,1.65929417478553,3.0061033079782082,5.881454349524805,-1.5832829549572491,2.4510654411192294,-0.5540025826523368,1,1,1
183,42.6485,-74.0039,5.499,0.0054,0.0064,134.75,-0.7071,-9.9368,4.7198,0.2128,59.9544,0.994,6,5.209486152841421,3.982341664337099,7.512983889358934,4.582281220847297,-1.1360026778866688,1.2786813104087704,-1.7242877541130424,3.5665733924799663,1.2336675196609745,1.4044043802922082,2.7917722854062785,0.8951896619661011,1.884217099530358,3.241048191133341,2.170001822188519,1.679392987521325,-0.013490590182499144,3.493384507989592,4.075712050074099,5.867062780899793,-1.7237270588362281,2.317247078824692,,1,1,1
184,42.6496,-73.9973,6.047,0.0214,0.005,119.225,0.6726,-8.5513,4.7509,0.2247,59.1111,0.9918,8,5.214935757608986,4.798514930261909,8.10608390485818,5.169824686833164,-1.2296325511065136,1.6608911940230162,-1.181559209489036,3.714895580717014,1.2907741592624784,2.1135651520319976,2.8137186693377734,0.7964706227918461,1.916643161374615,3.539372558544174,2.2080656005140944,2.057796468121459,-0.042177078899186156,1.7289261600564858,3.2229475242382546,5.830650046598459,-1.2971851860481147,2.4413204216250777,-0.7196509229030289,1,1,1
185,38.885,-76.5539,4.15,0.0779,0.0159,185.725,6.2623,-2.5852,3.7525,0.0609,34.791,7.9934,6,5.220355825078324,4.398155856603752,5.847940825605529,4.718614935987899,-0.34516995232440884,1.3594112260861022,-1.6049480071612483,3.5359001712665976,1.893578722009513,2.35444672584669,1.8495565679542718,-1.6220166946409604,2.1273503652017203,2.802165728199132,2.4015159828369113,1.749912644192799,3.1703786177826516,5.18452977596011,5.355681620312605,2.0451088625993306,-1.256670593326385,2.903501846439089,-0.08667997651365704,1,1,4
186,38.8873,-76.5509,5.328,0.0752,0.0069,185.725,6.2623,-2.5852,3.7525,0.0588,33.9503,7.5743,8,5.225746673713202,5.250197452710659,7.133041732640194,5.35937107276518,-0.4266376733409654,1.2236283619843773,-1.5886553732515718,3.4977885588207323,1.9772842236357557,2.678216227671213,1.8550002736954707,-1.625567294363984,2.1451590550328667,2.322348503834996,2.3688876822481086,1.6543921574351421,3.207746118825437,4.418505611932712,4.241250490670076,1.890095369948917,-1.0002159668119164,2.5020587086055657,-0.03373079725379996,1,1,4
187,38.8897,-76.5576,5.278,0.1489,0.0118,185.725,6.2623,-2.5852,3.7525,0.0739,36.0435,8.1819,8,5.231108616854587,5.10397565629525,7.333102292289657,5.9407918495840395,-0.24897431134873135,1.5451553585341204,-1.3257638613798584,3.862717208342908,2.0053912601696693,2.802463008691531,1.8940603088474213,-1.5549497271500305,2.1650801017874297,4.241263441214107,2.4012442043166122,1.8317971562595854,3.0389019102047183,4.231651319181607,4.297694846196326,0.8586616190375187,-0.9018948515904227,2.957516255525495,0.5478390887470677,1,1,4
188,38.8836,-76.5493,4.304,0.0552,0.0162,185.725,6.2623,-2.5852,3.7525,0.0583,32.0471,7.6625,8,5.236441962829949,4.165537456328036,6.052450750604705,4.6323290232375305,-0.3952672831317184,1.2995647626087945,-1.6654793033177253,3.56267260001623,1.8761618902944037,2.0805034776262135,1.8147758810305121,-1.6628386891612157,2.118013005654936,2.3912733964894834,2.4216561876350604,1.8575316041511576,3.3003378325511084,5.735384495547508,5.229088395763268,1.5665304114228238,-1.1910565790593897,3.1055324194528575,0.12211570892153718,1,1,4
189,38.8789,-76.5515,3.757,0.0,0.0031,185.725,6.2623,-2.5852,3.7525,0.0554,32.0266,8.1362,6,5.241747015059643,5.683171861026961,5.472506360180941,5.467497535644954,-0.33785318969814454,3.185422448608981,-0.07171084755400042,4.534085485294037,1.7521866941082318,3.372125527508811,1.7947549782078533,-1.6841614586300369,2.076537328532446,1.480399269421697,2.5104769258995305,3.557816441103737,3.288782412123064,3.964585094555117,4.460845901941628,2.038619547159581,-0.1471088650382122,4.045348626883234,0.7017666492104698,1,1,4
190,40.4046,-87.0719,5.861,0.0184,0.0023,66.575,-0.0061,-10.269,4.0621,0.0485,22.8875,59.1659,8,5.247024072160486,4.36412739478605,7.0226572795507805,5.209427681186631,-3.315937537711332,0.6710549340851292,-2.460409178187613,3.1035816893286885,0.43889988419440173,1.3225555201528838,2.0192668186437657,-0.35140315000963385,1.2517624681617845,2.976284383331175,0.9944732489269643,1.0799390234024884,0.6283419571938297,0.6317503856946218,2.728708671210755,5.287256419188612,-1.8115540965562347,1.8064345942387512,,1,3,3
191,40.4051,-87.0697,7.69,0.0696,0.0122,66.575,-0.0061,-10.269,4.0621,0.0518,22.9255,58.6936,8,5.25227342804663,4.641798117709794,8.826889106389574,5.332277149861556,-3.249335032352909,1.4554705491366737,-1.623536836813602,3.3352641105350895,0.48968370001256273,5.441487841097755,2.020487398836165,-0.3301721240727331,1.2706590175209662,2.9056817375410042,1.0501220795076758,1.3278969447390825,0.6812264096642516,0.3476241084183144,1.1508251601150439,5.112529810110908,-1.7378396272386245,2.2856220303155848,-0.6158698728479268,1,3,3
192,40.4084,-87.0705,5.753,0.0446,-0.0006,66.575,-0.0061,-10.269,4.0621,0.0506,22.3106,59.2682,8,5.2574953720277815,4.121787859752246,6.635707025689291,5.366516523126632,-3.249335032352909,0.5514107902446989,-2.354931573366255,3.275021726290409,0.626152311735667,0.8895359945653355,2.1046827842330678,-0.3599660680369462,1.3318909722405041,2.127481424458564,0.7676050914779551,0.9883136747213526,0.4802014542221816,2.5115972650410447,3.5776545542975593,5.322766046950346,-1.8931279636163438,1.8923888105099798,,1,3,3
193,40.4073,-87.0749,5.497,0.0,0.0028,66.575,-0.0061,-10.269,4.0621,0.0365,21.7871,60.4857,8,5.262690188904886,4.669382716496491,7.099302068825876,5.797703811676839,-3.3813947543659757,1.4665139762213084,-1.4126383364594925,3.578210428773631,0.5168275759616251,2.060730068858029,2.0745797422629284,-0.40331741605070537,1.310735336698854,3.265446384680261,0.7567321221850559,1.7694456916314707,0.4124407218445896,3.325503537292955,3.94490830756381,5.317433483740267,-1.6450650900772514,2.4853398892595595,-0.2667821833761946,1,3,3
194,40.4091,-87.079,6.328,0.0596,-0.0012,66.575,-0.0061,-10.269,4.0621,0.0325,20.0438,63.4906,6,5.267858159063328,5.432696150035486,7.894731699386299,5.864661610426821,-3.3813947543659757,1.258631429629735,-1.2909841813155656,3.5713423257198835,0.5744762508422667,3.270769738847687,2.0004389179314424,-0.46378301743267936,1.3064120572476432,2.726001442437943,0.5475432067011535,1.6194080450714097,0.16526016886565972,1.8973349617766935,1.9484925261333164,5.319491601779443,-0.9268462458136717,2.598168368567081,-0.5670661294271544,1,3,3
195,42.5977,-114.3834,6.699,0.0681,0.0302,18.5,1.7077,-10.691,3.0162,0.0191,0.0285,35.3726,0,5.272999558563747,6.061453189317333,8.04208632276672,5.908603183252769,2.5824416256245324,1.0830586217413434,-1.241328590869705,4.016878393530527,2.2877759773403374,3.2030512745212296,1.0356724888942357,3.384437719846815,1.8685507428680777,3.0776393959718775,-1.8611095473628483,1.4820816997930863,0.933973466726463,0.10867501662565611,1.9371288489051168,7.008143453013405,-3.759301918410482,2.3586912867779173,,0,2,3
196,29.5947,-95.0725,7.0,0.9596,0.0,87.375,14.991,3.729,4.4667,0.2599,4.5555,0.542,0,5.278114659230517,5.413116844708758,8.244983180266463,5.790899179431999,0.12292534683729825,1.4925894399374928,-1.110482461238597,4.144605073472701,3.720305444113789,3.0249560682304564,1.6772273934704576,1.4240476519816823,2.644663016921807,3.615391674216617,2.658481734133716,2.108721178744816,2.6656297074404556,0.305423753927938,0.907169257424594,1.3506671834767394,-1.987774353154012,2.5193402821058895,0.4425623698562003,0,4,0
197,29.5953,-95.0765,6.883,0.0763,0.0011,87.375,14.991,3.729,4.4667,0.263,4.8433,0.5868,0,5.2832037287379885,4.7819639928847275,8.604061291475551,6.393032738757336,0.11457790470743506,2.054226292538772,-0.7052197617942145,4.47757769455518,3.731313748180465,2.1856242192698985,1.625035633057155,1.3390192986040677,2.6831425653960252,4.460863230671681,2.6873099343595226,2.412076066553756,2.582827056348132,1.4102549985647341,1.9852270114322637,1.3532545070416904,-1.7510014767558872,2.8151691697748995,0.2316918210414826,0,4,0
198,29.5898,-95.0787,6.895,0.0074,-0.0087,87.375,14.991,3.729,4.4667,0.2766,5.733,0.599,0,5.288267030694535,4.164288758833555,7.978477017102714,5.378603429223727,0.1261920252377594,1.1172050340254234,-1.5306267320098106,4.065960519680095,3.7236865956193417,1.8417869628277033,1.598821759970911,1.2876335742959204,2.6496086114029627,4.091400231932651,2.6173301372455144,1.5314979923522662,2.668692411887768,0.6018539221135545,1.4388868112390611,1.252762968495368,-2.1821389399181785,2.403579089266668,-1.1094650412725058,0,4,0
199,29.5904,-95.0764,5.599,0.0584,-0.0081,87.375,14.991,3.729,4.4667,0.2729,5.5408,0.5801,0,5.293304824724492,4.63842506194743,7.324728513850113,5.581302174104445,0.11822738136464983,0.2545646959889534,-2.2118307297255817,4.116645699627687,3.716745076161757,1.1714289512499065,1.6194278464634484,1.3085760333145808,2.6337288728563624,3.7766613674974696,2.636260565170171,1.1504770863831855,2.6887178632026343,2.08281085914944,3.319180782701931,1.1537315878891892,-1.7492748576218997,2.343861384305885,-1.443502958680277,0,4,0
200,29.2124,-94.9553,6.66,0.0,-0.0355,87.375,14.991,3.729,4.4667,0.8627,0.0076,0.0005,0,5.298317366548036,6.885197249048324,5.918604834016192,7.754522584364207,-1.6702500518308578,-0.4658522581232595,-2.8084231752489974,5.834108443728736,1.5150393170104528,1.8111371696542915,-inf,0.9463930756905986,0.611882893728982,0.8162051680517984,2.862966302205564,0.291698993809715,4.283004323427207,2.455434927088256,1.7423240969566345,0.41871033485818504,-1.5283188611493084,8.452943929772438,,0,4,0
201,29.1994,-94.9686,6.896,0.0,-0.0435,87.375,14.991,3.729,4.4667,0.8778,0.0051,0.0009,0,5.303304908059076,6.975114256390839,6.371628770165586,8.074348158064664,-1.5663784229736533,-0.42955290363725424,-2.560061323388761,5.739793876808994,1.178285697389951,1.8543742661942377,-inf,1.1007433496770638,0.20855769298579135,0.9641661921151867,2.973977341750962,0.4122420923871881,4.274590354996713,1.7070908004987204,1.8100904259127784,0.41871033485818504,-0.9026344054266694,9.060073746102818,,0,4,0
202,32.8045,-105.8056,7.141,0.0446,0.0302,66.275,0.0003,-12.5571,2.61,0.0,89.4126,0.0,0,5.308267697401205,5.805173823583323,8.410674271734138,5.129769120727292,2.157767391781099,1.4708882349688246,-1.2942622756733968,3.502215482669853,-4.439655747510518,1.2008980822088597,-inf,-0.30408249381956176,0.17067061405309297,1.2681300027692488,-inf,1.976411641360292,-inf,1.1409052008583611,2.3885517577952182,7.965503905595245,-1.6922761907431048,1.7005575058015843,,0,2,0
203,39.8718,-86.2975,6.642,0.0274,0.001,86.725,0.8348,-8.2384,3.9802,0.0197,15.5045,14.6008,8,5.313205979041787,4.671592556566518,7.839496120853225,5.7854626102434175,-3.4265151896464454,1.1538262206353445,-1.6820086052689358,3.500040706491717,3.5590668524924456,1.4450348561424906,1.701834761700068,-1.1692493682675504,3.100403051397371,3.406824851045654,-0.6614547338274556,1.5836892424113227,1.8236618015736565,0.21220393127582415,1.809501150704212,5.5514856309679415,-1.648698626387403,2.1083933636296037,-0.8473936425494608,1,3,0
